id,address,match_type,suburb_name,sa2_code
3056,"1A-1C Altair Place, Windsor Park, North Shore City",containment_match,Windsor,361501
3785,"1B Glenbury Place, Massey, Waitakere City",containment_match,Massey West,121701
1351,"1B Kawau Road, Greenlane, Auckland City",containment_match,Greenlane South,143800
30,"1B Kororo Street, Northcote, North Shore City",containment_match,Northcote,320501
1774,"1B Springfield Road, Western Springs, Auckland City",containment_match,Westmere South-Western Springs,130300
2555,"1B Tuhimata Street, St Heliers, Auckland City",no_match,,
734,"1B/5 The Promenade, Takapuna, North Shore City",containment_match,Takapuna West,126601
934,"1C Atherton Road, Epsom, Auckland City",containment_match,Epsom East,141500
1053,"1C John Street, Herne Bay, Auckland City",containment_match,Herne Bay,129700
90,"1C Peter Terrace, Castor Bay, North Shore City",containment_match,Castor Bay North,123701
144,"1D George Street, Newmarket, Auckland City",containment_match,Newmarket,138501
3849,"1D Great South Road, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
2253,"1D,1E & 1F The Knoll, Greenhithe, North Shore City",no_match,,
1820,"1E Herd Road, Hillsborough, Auckland City",containment_match,Hillsborough,331400
2593,"1L/22 Pakenham Street East, Auckland Central, Auckland City",no_match,,
3334,"2 & 3/142 Great South Road, Manurewa, Manukau City",containment_match,Manurewa East,160800
2240,"2 Annalong Road, Dannemora, Manukau City",containment_match,Dannemora South,155301
660,"2 Belle-Mer Place, Gulf Harbour, Rodney",containment_match,Gulf Harbour North,115700
2013,"2 Benville Place, Royal Oak, Auckland City",containment_match,Royal Oak,231101
2983,"2 Bernard Street, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
1131,"2 Brickfield Way, FREEMANS BAY, Auckland City",containment_match,Freemans Bay,131801
2230,"2 Buchanan Road, Kingseat, Franklin",containment_match,Kingseat-Karaka,161400
770,"2 Callender Place, Shelly Park, Manukau City",containment_match,Shelly Park,154300
1453,"2 Celestial Crescent, Orewa, Rodney",containment_match,Orewa West,112702
2865,"2 Christella Street, Flat Bush, Manukau City",no_match,,
1271,"2 Clifton Road, Hauraki, North Shore City",containment_match,Hauraki,128800
3484,"2 Coburg Street, Henderson, Waitakere City",containment_match,Henderson West,126702
808,"2 Drumnaconagher Road, Flat Bush, Manukau City",no_match,,
3590,"2 Esther Place, Red Beach, Rodney",containment_match,Red Beach West,113900
2101,"2 Fern Road, Mangatangi, Franklin",containment_match,Mangatangi,169800
884,"2 Galatea Terrace, Herne Bay, Auckland City",containment_match,Herne Bay,129700
3709,"2 Glenoaks Rise, Mellons Bay, Manukau City",containment_match,Mellons Bay,150600
2218,"2 Greenleaf Way, Northcross, North Shore City",containment_match,Northcross,117700
3444,"2 Greenview Lane, Red Beach, Rodney",containment_match,Red Beach West,113900
3851,"2 Grove Road, Devonport, North Shore City",containment_match,Devonport,133000
365,"2 Hadfield Street, Beach Haven, North Shore City",containment_match,Beach Haven West,121800
2839,"2 Harrington Road, Henderson, Waitakere City",containment_match,Henderson West,126702
2149,"2 Hawaiki Street, Orakei, Auckland City",containment_match,Orakei East,140100
845,"2 Kaapehu Street, Drury, Papakura",containment_match,Drury West,164301
2515,"2 Kaapehu Street, Karaka, Franklin",containment_match,Pakaraka,103600
289,"2 Kanae Drive, Beachlands, Manukau City",no_match,,
1022,"2 Kita Road, Manurewa, Manukau City",containment_match,Manurewa East,160800
3929,"2 Louise Place, West Harbour, Waitakere City",containment_match,West Harbour West,119800
1404,"2 Mokopapa Street, Takanini, Papakura",containment_match,Takanini East,162102
3076,"2 Myra G Place, Stanmore Bay, Rodney",containment_match,Stanmore,327901
2489,"2 Orepunga Way, Waiau Pa, Franklin",containment_match,Waiau,190100
172,"2 Pantera Way, Hillpark, Manukau City",containment_match,Hillpark South,160300
1348,"2 Queen Street, Riverhead, Rodney",containment_match,Riverhead,115901
3364,"2 Rarahu Road, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
623,"2 Routeburn Lane, Paerata, Franklin",no_match,,
1119,"2 Sainsbury Road, Mount Albert, Auckland City",containment_match,Mount Albert West,131900
1587,"2 Schopolo Place, Albany, North Shore City",containment_match,Albany West,117400
2335,"2 Seaford Place, Murrays Bay, North Shore City",containment_match,Murrays Bay West,119500
613,"2 Seventh Avenue, Onetangi, Waiheke Island",containment_match,Onetangi,151100
2785,"2 Skua Road, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
1402,"2 Taha Puke Road, Okura Bush, Rodney",containment_match,Ōkura Bush,114801
3575,"2 Tarara Lane, Kumeu, Rodney",containment_match,Kumeū Rural East,116101
3456,"2 Tauwaka Crescent, Riverhead, Rodney",containment_match,Riverhead,115901
3202,"2 Tavarnya Way, Patumahoe, Franklin",containment_match,Patumāhoe,163801
2313,"2 Tawari Road, Henderson Valley, Waitakere City",containment_match,Henderson Valley,124700
1859,"2 The Rise, Saint Heliers, Auckland City",containment_match,Saint Heliers West,142700
1260,"2 Toscana Drive, Flat Bush, Manukau City",no_match,,
551,"2 Tudward Glade, Hillcrest, North Shore City",containment_match,Hillcrest,200200
2259,"2 Tui Street, Point Chevalier, Auckland City",containment_match,Point Chevalier West,129201
1213,"2 Tyne Road, Forrest Hill, North Shore City",containment_match,Forrest Hill West,123400
3531,"2 Veneta Close, Flat Bush, Manukau City",no_match,,
874,"2 Whitaker Place, Auckland Central, Auckland City",no_match,,
1617,"2 Windlass Street, Long Bay, North Shore City",containment_match,Long Bay,116500
1527,"2&3/38 Glen Avenue, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
3908,"2/1 Dromorne Road, Remuera, Auckland City",containment_match,Remuera West,139400
3874,"2/1 Montana Avenue, Murrays Bay, North Shore City",containment_match,Murrays Bay West,119500
104,"2/1 Mossop Rise, Glenfield, North Shore City",containment_match,Glenfield West,123100
3292,"2/10 Trevor Hosken Drive, Wiri, Manukau City",containment_match,Wiri East,158402
2187,"2/10 Windsor Place, Mairangi Bay, North Shore City",containment_match,Mairangi Bay North,120500
1588,"2/102 Greenhithe Road, Greenhithe, North Shore City",containment_match,Greenhithe West,118900
1047,"2/102 Manhattan Heights, Glendene, Waitakere City",containment_match,Glendene South,129501
1919,"2/107 Fitzroy Street, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
1753,"2/108 Beach Road, Te Atatu Peninsula, Waitakere City",containment_match,Te Atatū Peninsula East,125300
2859,"2/11 Hauraki Road, Hauraki, North Shore City",containment_match,Hauraki,128800
390,"2/11 Maheke Street, St Heliers, Auckland City",no_match,,
9,"2/12 Westwell Road, Belmont, North Shore City",containment_match,Belmont,129300
3401,"2/13 Hilda Road, Favona, Manukau City",containment_match,Favona East,149400
2406,"2/13 Lancaster Road, Beach Haven, North Shore City",containment_match,Beach Haven West,121800
4106,"2/130 Spinella Drive, Bayview, North Shore City",containment_match,Bayview West,121401
1004,"2/132 Wellington Street, Pukekohe, Franklin",containment_match,Pukekohe West,165501
1246,"2/136B Mt Wellington Highway, Mount Wellington, Auckland City",containment_match,Mount Wellington East,146501
886,"2/14 Mozeley Avenue, Devonport, North Shore City",containment_match,Devonport,133000
3495,"2/14 Sanders Avenue, Takapuna, North Shore City",containment_match,Takapuna West,126601
1027,"2/140 Edgewater Drive, Pakuranga, Manukau City",containment_match,Pakuranga West,149001
3676,"2/140A Old Wairoa Road, Papakura, Papakura",containment_match,Papakura West,162800
2916,"2/143 Rangatira Road, Beach Haven, North Shore City",containment_match,Beach Haven West,121800
425,"2/15 Beatrice Avenue, Hillcrest, North Shore City",containment_match,Hillcrest,200200
576,"2/15 Phoenix Place, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
1860,"2/15 Sherie Place, Howick, Manukau City",containment_match,Howick West,150400
26,"2/159 Norman Lesser Drive, Saint Johns, Auckland City",containment_match,Saint Johns West,143700
346,"2/16 Beach Road, Castor Bay, North Shore City",containment_match,Castor Bay North,123701
3928,"2/16 Highbury Street, Avondale, Auckland City",containment_match,Avondale,327500
1551,"2/16 Lancing Road, Sandringham, Auckland City",containment_match,Sandringham West,137600
848,"2/16 Sandiacre Way, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
312,"2/16A Penney Avenue, Mount Roskill, Auckland City",containment_match,Mount Roskill West,139601
683,"2/17 Cleek Road, Mangere East, Manukau City",containment_match,Māngere East,153301
3669,"2/17 Lancelot Place, Glenfield, North Shore City",containment_match,Glenfield West,123100
774,"2/19 Clarke Road, Onehunga, Auckland City",containment_match,Onehunga West,144101
2993,"2/19a Arran Street, Avondale, Auckland City",containment_match,Avondale,327500
3651,"2/2 Dagenham Street, Manurewa, Manukau City",containment_match,Manurewa East,160800
4076,"2/2 Forsythe Place, Massey, Waitakere City",containment_match,Massey West,121701
1200,"2/2 Grenadine Place, Unsworth Heights, North Shore City",containment_match,Unsworth Heights West,119901
1321,"2/2 Hobie Court, West Harbour, Waitakere City",containment_match,West Harbour West,119800
3220,"2/2 Marua Road, Ellerslie, Auckland City",containment_match,Ellerslie West,144201
137,"2/2 New Street , Saint Marys Bay, Auckland City",containment_match,Saint Marys Bay,130200
810,"2/20 Brook Street, Milford, North Shore City",containment_match,Milford West,125400
3078,"2/20 Quadrant Road, Onehunga, Auckland City",containment_match,Onehunga West,144101
2316,"2/20A Matai Road, Greenlane, Auckland City",containment_match,Greenlane South,143800
2236,"2/21 Jutland Road, Manurewa, Manukau City",containment_match,Manurewa East,160800
690,"2/21b Mildmay Road, Henderson, Waitakere City",containment_match,Henderson West,126702
165,"2/22 Beaumaris Way, Conifer Grove, Papakura",containment_match,Conifer Grove West,161800
155,"2/22 Knights Road, Rothesay Bay, North Shore City",containment_match,Rothesay Bay,119000
3562,"2/22 Martin Crescent, Northcote, North Shore City",containment_match,Northcote,320501
2640,"2/22 Woodside Avenue, Northcote, North Shore City",containment_match,Northcote,320501
3959,"2/23 Birman Close, Half Moon Bay, Manukau City",containment_match,Half Moon Bay West,147800
724,"2/23 Seaview Avenue, Northcote, North Shore City",containment_match,Northcote,320501
1775,"2/23G Gray Avenue, Mangere East, Manukau City",containment_match,Māngere East,153301
2728,"2/24 McQuarrie Avenue, Wattle Downs, Manukau City",containment_match,Wattle Downs West,161100
2425,"2/24 Waimana Road, Conifer Grove, Papakura",containment_match,Conifer Grove West,161800
2538,"2/25 Auld Street, Torbay, North Shore City",containment_match,Torbay West,117201
1030,"2/25 Churchill Road, Murrays Bay, North Shore City",containment_match,Murrays Bay West,119500
672,"2/25 Rossmay Terrace, Kingsland, Auckland City",containment_match,Kingsland,134400
2869,"2/25-59 Clark Road, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
3893,"2/259 Shirley Road, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
139,"2/25A Vine Street, Mangere East, Manukau City",containment_match,Māngere East,153301
3737,"2/26 Anne McLean Drive, Bayview, North Shore City",containment_match,Bayview West,121401
3160,"2/26 Karepo Crescent, Ranui, Waitakere City",containment_match,Aranui,328600
3684,"2/26 Price Crescent, Mount Wellington, Auckland City",containment_match,Mount Wellington East,146501
945,"2/27 Flavia Close, Torbay, North Shore City",containment_match,Torbay West,117201
1355,"2/27 Mallard Place, Unsworth Heights, North Shore City",containment_match,Unsworth Heights West,119901
3536,"2/27 Matuhi Rise, Henderson, Waitakere City",containment_match,Henderson West,126702
3636,"2/27 Rata Street, New Lynn, Waitakere City",containment_match,New Lynn South,136501
1220,"2/284 Richardson Road, Mount Roskill, Auckland City",containment_match,Mount Roskill West,139601
1784,"2/29 Marvon Downs Avenue, Pakuranga Heights, Manukau City",containment_match,Pakuranga Heights East,150700
1823,"2/3 Grange Road, Mount Eden, Auckland City",containment_match,Mount Eden West,138400
813,"2/3 Parapara Place, Albany, North Shore City",containment_match,Albany West,117400
341,"2/3 Pohutukawa Avenue, Shelly Park, Manukau City",containment_match,Shelly Park,154300
3442,"2/30 Copley Street, New Lynn, Waitakere City",containment_match,New Lynn South,136501
3482,"2/30 Lyttelton Avenue, Forrest Hill, North Shore City",containment_match,Forrest Hill West,123400
2458,"2/30 Sharland Avenue, Manurewa, Manukau City",containment_match,Manurewa East,160800
158,"2/31 Tui Glen Road, Birkenhead, North Shore City",containment_match,Birkenhead West,125201
176,"2/32 Prospect Terrace, Pukekohe, Franklin",containment_match,Pukekohe West,165501
506,"2/32 Tiraumea Drive, Pakuranga, Manukau City",containment_match,Pakuranga West,149001
908,"2/33 Akoranga Drive, Northcote, North Shore City",containment_match,Northcote,320501
3854,"2/33F Springs Road, Parakai, Rodney",containment_match,Parakai,112200
730,"2/34 Ferndale Road, Mount Wellington, Auckland City",containment_match,Mount Wellington East,146501
3173,"2/346 Richardson Road, Mount Roskill, Auckland City",containment_match,Mount Roskill West,139601
1512,"2/35 Kitchener Road, Takapuna, North Shore City",containment_match,Takapuna West,126601
1618,"2/35 Rangitoto Terrace, Milford, North Shore City",containment_match,Milford West,125400
123,"2/35A Rangatira Road, Beach Haven, North Shore City",containment_match,Beach Haven West,121800
1897,"2/36 Gatman Street, Birkdale, North Shore City",containment_match,Birkdale North,122801
1837,"2/36 King Richard Place, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
1266,"2/36 Mainston Road, Remuera, Auckland City",containment_match,Remuera West,139400
2638,"2/38 Fields Parade, Oteha, North Shore City",containment_match,Oteha East,117600
3664,"2/38 Miltonia Avenue, Te Atatu South, Waitakere City",containment_match,Te Atatū South-North,127001
2763,"2/38 Rukutai Street, Orakei, Auckland City",containment_match,Orakei East,140100
1410,"2/38a Rarangi Road, St Heliers, Auckland City",no_match,,
1940,"2/39 Rapallo Place, Farm Cove, Manukau City",containment_match,Farm Cove,148401
2501,"2/39 St Georges Bay Road, Parnell, Auckland City",containment_match,Parnell East,137400
3818,"2/390 Richardson Road, Mount Roskill, Auckland City",containment_match,Mount Roskill West,139601
2323,"2/4 Madeira Lane, Grafton, Auckland City",containment_match,Grafton,136100
4059,"2/40 Chartwell Avenue, Glenfield, North Shore City",containment_match,Glenfield West,123100
2921,"2/40 Cheval Drive, Totara Vale, North Shore City",containment_match,Totara Vale North,121500
3514,"2/40 Manuka Road, Glenfield, North Shore City",containment_match,Glenfield West,123100
3029,"2/40 Savoy Road, Glen Eden, Waitakere City",containment_match,Glen Eden West,129600
1559,"2/43 Rawene Road, Birkenhead, North Shore City",containment_match,Birkenhead West,125201
1236,"2/441 Dominion Road, Mount Eden, Auckland City",containment_match,Mount Eden West,138400
3106,"2/47 Alverston Street, Waterview, Auckland City",containment_match,Waterview,131100
2054,"2/47 Jervois Road, Ponsonby, Auckland City",containment_match,Ponsonby East,131200
3827,"2/476 Blockhouse Bay Road, Blockhouse Bay, Auckland City",containment_match,Blockhouse Bay East,139501
437,"2/48 O'Halloran Road, Howick, Manukau City",containment_match,Howick West,150400
3010,"2/49 Littlejohn Street, Hillsborough, Auckland City",containment_match,Hillsborough,331400
1113,"2/497 Beach Road, Murrays Bay, North Shore City",containment_match,Murrays Bay West,119500
411,"2/5 Cheam Place, Pakuranga Heights, Manukau City",containment_match,Pakuranga Heights East,150700
2254,"2/51 Browns Road, Manurewa, Manukau City",containment_match,Manurewa East,160800
2722,"2/53 Hutchinsons Road, Bucklands Beach, Manukau City",containment_match,Buckland,166200
3426,"2/542 Parnell Road, Parnell, Auckland City",containment_match,Parnell East,137400
3565,"2/56A Taharoto Road, Takapuna, North Shore City",containment_match,Takapuna West,126601
559,"2/5a Tobruk Crescent, Milford, North Shore City",containment_match,Milford West,125400
307,"2/6 Wilkinson Way, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
3689,"2/60 Moncrieff Avenue, Clendon Park, Manukau City",containment_match,Clendon Park West,159500
2604,"2/60 Vivian Wilson Drive, Eastern Beach, Manukau City",containment_match,Eastern Beach,148000
2141,"2/62 St Georges Bay Road, Parnell, Auckland City",containment_match,Parnell East,137400
1168,"2/62 Trias Road, Totara Vale, North Shore City",containment_match,Totara Vale North,121500
2664,"2/62-80 Papakura-Clevedon Road , Clevedon, Manukau City",containment_match,Clevedon,162901
1821,"2/63 Rodney Street, Wellsford, Rodney",containment_match,Wellsford,110501
1957,"2/63A Norwood Road, Bayswater, North Shore City",containment_match,Bayswater,129400
3905,"2/66 Willis Road, Takanini, Papakura",containment_match,Takanini East,162102
2204,"2/68 Buckley Road, Epsom, Auckland City",containment_match,Epsom East,141500
2852,"2/68A Ridge Road, Howick, Manukau City",containment_match,Howick West,150400
1519,"2/69 Glencoe Road, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
3696,"2/7 Dakota Avenue, Beach Haven, North Shore City",containment_match,Beach Haven West,121800
458,"2/7 Onepoto Road, Hauraki, North Shore City",containment_match,Hauraki,128800
2175,"2/7 Tallington Crescent, Torbay, North Shore City",containment_match,Torbay West,117201
2575,"2/71 Bentley Avenue, Glenfield, North Shore City",containment_match,Glenfield West,123100
815,"2/716 Massey Road, Mangere, Manukau City",containment_match,Māngere West,148901
2104,"2/72 Alabaster Drive, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
957,"2/72 Lake Road, Northcote, North Shore City",containment_match,Northcote,320501
638,"2/729 Remuera Road, Remuera, Auckland City",containment_match,Remuera West,139400
3855,"2/74 La Trobe Street, Pakuranga Heights, Manukau City",containment_match,Pakuranga Heights East,150700
2082,"2/75 Langana Avenue, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
2035,"2/8 Allenby Road, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
2597,"2/8 Heatherleigh Rise, Northcross, North Shore City",containment_match,Northcross,117700
2984,"2/8 Latham Avenue, Pakuranga, Manukau City",containment_match,Pakuranga West,149001
2228,"2/8 Phillip Parade, Forrest Hill, North Shore City",containment_match,Forrest Hill West,123400
702,"2/84 West Coast Road, Glen Eden, Waitakere City",containment_match,Glen Eden West,129600
3934,"2/86 Alfriston Road, Manurewa East, Manukau City",containment_match,Manurewa East,160800
4032,"2/9 Cornwall Road, Mangere, Manukau City",containment_match,Māngere West,148901
3802,"2/9 Portage Road, Mount Wellington, Auckland City",containment_match,Mount Wellington East,146501
1407,"2/91 Princes Street, Northcote Point, North Shore City",containment_match,Te Poi,175100
2000,"2/919 Mount Eden Road, Mount Eden, Auckland City",containment_match,Mount Eden West,138400
970,"2/94 Chivalry Road, Glenfield, North Shore City",containment_match,Glenfield West,123100
1360,"2/99 College Hill, Freemans Bay, Auckland City",containment_match,Freemans Bay,131801
976,"2/99 Hauiti Drive, Warkworth, Rodney",containment_match,Warkworth West,111100
367,"2/99 Hebron Road, Waiake, North Shore City",containment_match,Waiake,117900
1262,"20  Newham Place, Henderson, Waitakere City",containment_match,Henderson West,126702
1031,"20 & 22 Ben Lora Place, Mangere East, Manukau City",containment_match,Māngere East,153301
517,"20 Bush Road, Pukekohe East, Franklin",no_match,,
1918,"20 Charlotte Street, Eden Terrace, Auckland City",containment_match,Eden Terrace,136001
2906,"20 Charlotte Street, Eden Terrace, Auckland City",containment_match,Eden Terrace,136001
1258,"20 Chorley Avenue, Massey, Waitakere City",containment_match,Massey West,121701
61,"20 Church Bay Road, Oneroa, Waiheke Island",containment_match,Oneroa West,144600
2467,"20 Clark Road, Pahurehure, Papakura",containment_match,Pahurehure,163100
979,"20 Coolen Place, Tuakau, Franklin",containment_match,Tuakau Rural,169901
1548,"20 Dalmahoy Place, Wattle Downs, Manukau City",containment_match,Wattle Downs West,161100
299,"20 Earnoch Avenue, Takapuna, North Shore City",containment_match,Takapuna West,126601
569,"20 Forest Hill Road, Henderson, Waitakere City",containment_match,Henderson West,126702
3591,"20 Frobisher Way, Manurewa, Manukau City",containment_match,Manurewa East,160800
3835,"20 Great North Road, Riverhead, Rodney",containment_match,Riverhead,115901
3475,"20 Greenfinch Road, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
1742,"20 Greenwoods Close, Titirangi, Waitakere City",containment_match,Titirangi East,135401
839,"20 Hamana Street, Narrow Neck, Devonport, North Shore City",containment_match,Narrow Neck,130700
3781,"20 Harpoon Hill, Great Barrier Island (Aotea Island), Hauraki Gulf Islands",containment_match,Aotea,240100
1454,"20 Heversham Place, Glendene, Waitakere City",containment_match,Glendene South,129501
1239,"20 Ihi Place, Drury, Papakura",containment_match,Drury West,164301
2064,"20 Jabal Crescent, Totara Park, Manukau City",containment_match,Totara Park,242100
2195,"20 Journeys End, Tapora, Rodney",no_match,,
3655,"20 Justamere Place, Weymouth, Manukau City",containment_match,Weymouth East,160501
3845,"20 Kaupeka Road, Millwater, Rodney",containment_match,Millwater North,112902
2497,"20 Kennedy Road, Dairy Flat, Rodney",containment_match,Dairy Flat West,113500
2441,"20 Les Fisher Place, Pukekohe, Franklin",containment_match,Pukekohe West,165501
4122,"20 Mack Place, Red Hill, Papakura",containment_match,Red Hill,164201
3889,"20 Martin Avenue, Remuera, Auckland City",containment_match,Remuera West,139400
303,"20 Peter Terrace, Castor Bay, North Shore City",containment_match,Castor Bay North,123701
521,"20 Rauawa Lane, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
3804,"20 Regina Street, Westmere, Auckland City",containment_match,Westmere North,129800
3958,"20 Rukumoana Place, Clendon Park, Manukau City",containment_match,Clendon Park West,159500
2315,"20 Ryle Street, Freemans Bay, Auckland City",containment_match,Freemans Bay,131801
3438,"20 Seabreeze Road, Narrow Neck, North Shore City",containment_match,Narrow Neck,130700
1102,"20 Seaview Road, Glenfield, North Shore City",containment_match,Glenfield West,123100
352,"20 Sunrise Boulevard, Snells Beach, Rodney",containment_match,Snells Beach,111700
1324,"20 Taranui Place, Henderson, Waitakere City",containment_match,Henderson West,126702
1706,"20 Tiffany Close, Totara Park, Manukau City",containment_match,Totara Park,242100
1920,"20 Totara Road, Stanmore Bay, Rodney",containment_match,Stanmore,327901
673,"20 Willoughby Avenue, Howick, Manukau City",containment_match,Howick West,150400
1468,"20,22,24 Macbeth Court, Milford, North Shore City",no_match,,
4082,"20/79 Ranfurly Road, Alfriston, Manukau City",containment_match,Alfriston,160401
4130,"200 Carrington Road, Mount Albert, Auckland City",containment_match,Mount Albert West,131900
1968,"200 Orakei Road, Remuera, Auckland City",containment_match,Remuera West,139400
3558,"200 Vaughans Road, Long Bay, North Shore City",containment_match,Long Bay,116500
687,"2003/10 Commerce Street, Auckland Central, Auckland City",no_match,,
1412,"2005/10 Commerce Street, Auckland Central, Auckland City",no_match,,
1669,"200A Beach Road, Campbells Bay, North Shore City",containment_match,Campbells Bay,122200
2902,"200B Bawden Road, Dairy Flat, Rodney",containment_match,Dairy Flat West,113500
1223,"201/158 Onehunga Mall, Onehunga, Auckland City",containment_match,Onehunga West,144101
3378,"201/19 Surrey Crescent, Grey Lynn, Auckland City",containment_match,Grey Lynn West,132100
2023,"201/38 Khyber Pass Road, Grafton, Auckland City",containment_match,Grafton,136100
1424,"201/861 New North Road, Mount Albert, Auckland City",containment_match,Mount Albert West,131900
3138,"202 Church Street, Onehunga, Auckland City",containment_match,Onehunga West,144101
1222,"202 Hibiscus Coast Highway, Red Beach, Rodney",containment_match,Red Beach West,113900
3499,"202/223D Green Lane West, Epsom, Auckland City",containment_match,Epsom East,141500
803,"203 & 205 Manuka Road, Bayview, North Shore City",containment_match,Bayview West,121401
2576,"203 Hill Road, Manurewa, Manukau City",containment_match,Manurewa East,160800
778,"203 Hurstmere Road, Takapuna, North Shore City",containment_match,Takapuna West,126601
522,"203/1 Kimiora Street, Three Kings, Auckland City",containment_match,Three Kings North,141201
3699,"203/24 Wellington Street, Howick, Manukau City",containment_match,Howick West,150400
2893,"203/3 Rauemi Way, Te Atatu South, Waitakere City",containment_match,Te Atatū South-North,127001
281,"203/308 Remuera Road, Remuera, Auckland City",containment_match,Remuera West,139400
151,"203/401 New North Road, Kingsland, Auckland City",containment_match,Kingsland,134400
101,"203/43 Brown Street, Ponsonby, Auckland City",containment_match,Ponsonby East,131200
1981,"2038 East Coast Road, Stillwater, Rodney",containment_match,Stillwater,114102
1834,"204/308 Remuera Road, Remuera, Auckland City",containment_match,Remuera West,139400
2769,"205 Maunsell Road, Port Waikato, Franklin",containment_match,Port Waikato-Waikaretu,170400
1715,"205/2 Lawrence Street, Herne Bay, Auckland City",containment_match,Herne Bay,129700
1409,"206 Trigg Road, Kumeu, Rodney",containment_match,Kumeū Rural East,116101
926,"206/30 Enfield Street, Mount Eden, Auckland City",containment_match,Mount Eden West,138400
1619,"207 Beach Road, Campbells Bay, North Shore City",containment_match,Campbells Bay,122200
1811,"207/1 Turakina Street, Grey Lynn, Auckland City",containment_match,Grey Lynn West,132100
2138,"207/20 Mason Avenue, Otahuhu, Auckland City",containment_match,Ōtāhuhu East,150900
3693,"207/3 Rose Garden Lane, Albany, North Shore City",containment_match,Albany West,117400
1591,"208 - 208B Glenmore Road, Coatesville, Rodney",containment_match,Coatesville,115501
3329,"209/1 Kimiora Street, Three Kings, Auckland City",containment_match,Three Kings North,141201
2333,"209/188 Hobson Street, Auckland Central, Auckland City",no_match,,
3842,"209a Church Street, Onehunga, Auckland City",containment_match,Onehunga West,144101
2197,"20A  Nogat Avenue, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
2020,"20A Jamaica Place, Blockhouse Bay, Auckland City",containment_match,Blockhouse Bay East,139501
2407,"20A Kissling Place, Saint Johns, Auckland City",containment_match,Saint Johns West,143700
1604,"20a Lidcombe Place, Avondale, Auckland City",containment_match,Avondale,327500
1100,"20a Oxford Terrace, Cheltenham, Devonport, North Shore City",containment_match,Cheltenham,134000
246,"20a Scott Road, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
1763,"20A Tasman Street, Pukekohe, Franklin",containment_match,Pukekohe West,165501
2749,"20A Woolfield Road, Papatoetoe, Manukau City",containment_match,Papatoetoe West,154802
985,"20B Puketitiro Street, Glen Eden, Waitakere City",containment_match,Glen Eden West,129600
1641,"20B Rotomahana Terrace, Remuera, Auckland City",containment_match,Remuera West,139400
3775,"20C Scott Rd, Hobsonville, Waitakere City",containment_match,Hobsonville,119201
1003,"21 & 23 Palliser Lane, Browns Bay, North Shore City",containment_match,Browns Bay Central,118300
1917,"21 Alice Street, Riverhead, Rodney",containment_match,Riverhead,115901
3890,"21 Alma Street, Te Atatu South, Waitakere City",containment_match,Te Atatū South-North,127001
3841,"21 Barker Rise, Albany, North Shore City",containment_match,Albany West,117400
3408,"21 Brighton Terrace, Mairangi Bay, North Shore City",containment_match,Mairangi Bay North,120500
1922,"21 Carter Road, Oratia, Waitakere City",containment_match,Oratia,130000
68,"21 Corinth Street, Remuera, Auckland City",containment_match,Remuera West,139400
2511,"21 Crimson Park, Oteha, North Shore City",containment_match,Oteha East,117600
812,"21 Emerald Avenue, Karaka, Franklin",containment_match,Pakaraka,103600
2505,"21 Essex Road, MOUNT EDEN, Auckland City",containment_match,Mount Eden West,138400
98,"21 Everlea Place, Alfriston, Manukau City",containment_match,Alfriston,160401
1608,"21 Fennell Crescent, Millwater, Rodney",containment_match,Millwater North,112902
76,"21 Fifth Avenue, Mount Albert, Auckland City",containment_match,Mount Albert West,131900
1080,"21 Flavell Drive, Orewa, Rodney",containment_match,Orewa West,112702
914,"21 Flavia Close, Torbay, North Shore City",containment_match,Torbay West,117201
3724,"21 Glen Brook Road, Omiha, Waiheke Island",no_match,,
2567,"21 Hanover Street, Wellsford, Rodney",containment_match,Wellsford,110501
1717,"21 Hekerua Road, Oneroa, Waiheke Island",containment_match,Oneroa West,144600
998,"21 Hepburn Creek Road, Warkworth, Rodney",containment_match,Warkworth West,111100
306,"21 Homewood Place, Chatswood, North Shore City",containment_match,Chatswood,126300
1999,"21 Inverary Avenue, Epsom, Auckland City",containment_match,Epsom East,141500
1134,"21 Kauka Road, Milldale, Rodney",containment_match,Milldale,113401
3557,"21 Laguna Place, Matakatia, Rodney",containment_match,Tindalls-Matakatia,115400
